1010::postcode::SE11RB,51.501054584x-0.0956229787909
1010::postcode::CH432GS,53.3781496653x-3.05659629309
1010::postcode::SN127NG,51.3740712803x-2.13350279591
1010::postcode::E2 0AH,51.5265606x-0.0618198
1010::postcode::TW110LW,51.4265450453x-0.343922080768
1010::postcode::B.P.35KIN7,None
1010::postcode::DE11EE,52.92439528x-1.4837100673
1010::postcode::DE56 2AG,53.048223x-1.4460284
1010::postcode::CA10 1NN,54.7189821x-2.6746425
1010::postcode::BN1 1YR,None
1010::postcode::WD171JJ,None
1010::postcode::CF145YL,None
1010::postcode::BS2 8QN,51.4608947x-2.5884312
1010::postcode::6802EJ,None
1010::postcode::OX286FH,None
1010::postcode::st4 4db,None
1010::postcode::E2 0HU,51.5278876x-0.0523493
1010::postcode::CV230UY,52.4038157205x-1.24462678627
1010::postcode::KT19 0HD,None
1010::postcode::57140WOIPPY,None
1010::postcode::S50RG,None
1010::postcode::L22 0QB,53.4752826x-3.0215212
1010::postcode::BN18 0SD,50.8544432x-0.6446355
1010::postcode::1775PW,None
1010::postcode::N28DJ,None
1010::postcode::CO16 8BE,None
1010::postcode::BN1 2FF,50.822403862x-0.149862026791
1010::postcode::612-0031,None
1010::postcode::EH3 5EU,55.9616781x-3.1989245
1010::postcode::BH13PN,50.7279004817x-1.86358018895
1010::postcode::BA148AU,51.3193564699x-2.20765974261
1010::postcode::EH22AF,None
1010::postcode::bn72ey,50.8854626218x0.00759080448389
1010::postcode::PH80AB,56.5610772967x-3.58445742591
1010::postcode::BN1 2NW,None
1010::postcode::BA148HA,51.3211530705x-2.20864367103
1010::postcode::SY186AD,None
1010::postcode::216453,None
1010::postcode::S41 8AG,None
1010::postcode::SY186BU,None
1010::postcode::CT46TR,51.1517485113x1.11339022005
1010::postcode::TS19FW,54.5758539098x-1.2449416536
1010::postcode::WR5 2NP,None
1010::postcode::BA148JN,51.3172200782x-2.21064899585
1010::postcode::PR1 5EA,53.7669724x-2.6796857
1010::postcode::AB167JD,57.1639862888x-2.16819784038
1010::postcode::SY186FE,52.4480174843x-3.53298112567
1010::postcode::sm45bl,51.4018372984x-0.196130368648
1010::postcode::SY186HD,52.4521137719x-3.53948078841
1010::postcode::Cv212PN,52.3752332126x-1.25989208063
1010::postcode::SW154AA,51.4482662233x-0.237533006029
1010::postcode::EH22PR,None
1010::postcode::B78 1SQ,52.5897624x-1.6356728
1010::postcode::4000,None
1010::postcode::4001,None
1010::postcode::4004,None
1010::postcode::WR5 2XD,52.1813526x-2.211173
1010::postcode::4016,None
1010::postcode::SW154EE,51.4518772724x-0.251081223988
1010::postcode::2498ER,None
1010::postcode::06706Saint-LaurentduVar,None
1010::postcode::SY186PQ,52.4492817393x-3.57091678253
1010::postcode::EN11DS,51.6449289711x-0.0639589375058
1010::postcode::CT47AR,51.2617039194x1.08747335869
1010::postcode::LA177UH,54.2337775495x-3.17833940634
1010::postcode::44000Nantes,None
1010::postcode::e95rb,None
1010::postcode::tegh,None
1010::postcode::SR77TT,54.8253054135x-1.32646449515
1010::postcode::TN354LS,50.8954069933x0.631675653744
1010::postcode::CM20 2NR,51.7768637x0.1080128
1010::postcode::YO211DH,54.4857294795x-0.614284077319
1010::postcode::27604,None
1010::postcode::DE12WS,None
1010::postcode::BN1 3JA,50.8265306x-0.1458513
1010::postcode::EN11QU,None
1010::postcode::EN11SH,None
1010::postcode::EH3 6JQ,55.9567638x-3.2006945
1010::postcode::BA149EN,51.3172453808x-2.22129597068
1010::postcode::NG15 0BS,53.0710657x-1.2241412
1010::postcode::test,None
1010::postcode::AL7 2HB,51.8030147x-0.1701828
1010::postcode::DT7 3LX,50.7302677x-2.9488536
1010::postcode::LE1 6ZG,52.6314032x-1.1335205
1010::postcode::BN1 3PB,50.8279518x-0.1419043
1010::postcode::g336gf,None
1010::postcode::EN11YF,51.6512234463x-0.0677673100828
1010::postcode::BN1 3RT,50.8290263x-0.1449998
1010::postcode::EN11YU,None
1010::postcode::YO211QA,54.4785306x-0.6175837
1010::postcode::WC2B 4BA,51.514902x-0.1201239
1010::postcode::WD173DJ,51.6621747471x-0.41073399723
1010::postcode::WD173EX,None
1010::postcode::BN1 3XE,50.8279434402x-0.14135034025
1010::postcode::BN1 3XG,50.8258529x-0.1422574
1010::postcode::EH23QA,55.9533673659x-3.20358467188
1010::postcode::CM20 3BW,None
1010::postcode::4100,None
1010::postcode::PO35XT,None
1010::postcode::4110,None
1010::postcode::NW8 7BU,None
1010::postcode::4116,None
1010::postcode::PR1 6NQ,None
1010::postcode::53100,None
1010::postcode::Ig10 3DR,51.6350503x0.0583948
1010::postcode::WC2B 4LL,51.5129271046x-0.116371166981
1010::postcode::s102sb,53.378449956x-1.49642663072
1010::postcode::DE56 4GS,52.9857959x-1.4910224
1010::postcode::4150,None
1010::postcode::BN1 4AF,None
1010::postcode::BN1 4AL,50.8261635x-0.13861
1010::postcode::NE95AB,None
1010::postcode::DE13QT,None
1010::postcode::NR7 0WG,52.6293576x1.3717707
1010::postcode::TN355NQ,None
1010::postcode::BN1 4EJ,50.8276146x-0.1388079
1010::postcode::3660stenløse,None
1010::postcode::SW155PH,None
1010::postcode::DN37 9TZ,None
1010::postcode::BB126HA,53.7901086418x-2.28420409865
1010::postcode::BN1 4GA,50.8272145x-0.1357141
1010::postcode::BN1 4GH,50.8322220476x-0.138950814567
1010::postcode::LE1 7RH,52.6219192x-1.1238104
1010::postcode::BN1 4JZ,50.8301001x-0.1350737
1010::postcode::EN12RG,51.6374533764x-0.0719800105121
1010::postcode::00901,None
1010::postcode::00918,None
1010::postcode::00926,None
1010::postcode::LS296HU,53.88875469x-1.73652154024
1010::postcode::6953BXDieren,None
1010::postcode::NE158PY,54.9866306922x-1.74201395188
1010::postcode::NE95SY,None
1010::postcode::EH3 7RN,55.951305x-3.2139939
1010::postcode::00960,None
1010::postcode::00969,None
1010::postcode::00970,None
1010::postcode::00977,None
1010::postcode::AL7 3RP,51.7941207x-0.1957318
1010::postcode::ME121UB,51.4389903665x0.763158024272
1010::postcode::JE31JQ,None
1010::postcode::CT201JR,51.0816296414x1.18262099233
1010::postcode::SE26 5JY,None
1010::postcode::53201,None
1010::postcode::EN13EF,51.6530851731x-0.0803954037334
1010::postcode::CT201NG,51.0846618112x1.18490005635
1010::postcode::BN227AA,50.7769453306x0.304794422602
1010::postcode::3208KA,None
1010::postcode::EN13HQ,None
1010::postcode::S712BD,53.5776763762x-1.45831482834
1010::postcode::WC2B 5QR,51.5154304x-0.1227973
1010::postcode::CT201RL,51.0803290082x1.18281727304
1010::postcode::CV37 6QW,None
1010::postcode::WF4 5BN,53.6578222x-1.5561579
1010::postcode::BH11 9JJ,50.762601x-1.9202929
1010::postcode::pl4 6ht,None
1010::postcode::SO23 0PT,51.0574099x-1.3018365
1010::postcode::SO23 0PW,51.0577653x-1.3041284
1010::postcode::NW61SD,None
1010::postcode::WF4 5HE,53.661126x-1.5479213
1010::postcode::NW8 8SR,51.5252103x-0.1663201
1010::postcode::3731JS,None
1010::postcode::CH65 9DB,53.2658414x-2.8936066
1010::postcode::134-060,None
1010::postcode::ST148HU,52.8996649731x-1.85560991282
1010::postcode::AL7 4LH,None
1010::postcode::DH6 5PF,54.7377195x-1.5329159
1010::postcode::YO213PF,None
1010::postcode::LS297JL,53.9133304278x-1.75057067154
1010::postcode::NE96SX,54.9388973247x-1.58105115859
1010::postcode::YO213RT,54.5059725298x-0.695315766153
1010::postcode::YO213SA,None
1010::postcode::EC1VODU,51.527443x-0.0952332
1010::postcode::EC1A2BP,None
1010::postcode::NW62EG,51.5482133709x-0.198221727116
1010::postcode::53300,None
1010::postcode::M66AJ,53.4917777043x-2.2738086191
1010::postcode::4353,None
1010::postcode::WR65JB,52.1717958313x-2.29521991542
1010::postcode::1111GA,None
1010::postcode::BN1 6AG,50.8383778x-0.1482934
1010::postcode::GU29 0DX,None
1010::postcode::BN1 6DL,None
1010::postcode::TA201NS,50.8770430556x-2.94952971653
1010::postcode::BN1 6EE,50.8395031092x-0.13759591365
1010::postcode::WC2B 6SR,None
1010::postcode::Np198aa,51.5899557529x-2.96416413345
1010::postcode::FY81LW,53.7498457839x-3.03370772319
1010::postcode::EH3 9DQ,55.9452887x-3.2007557
1010::postcode::SE26 6UT,51.425252x-0.0685117
1010::postcode::BN1 6GP,None
1010::postcode::SL12TE,51.5058590514x-0.61910148275
1010::postcode::NE97HJ,None
1010::postcode::G84 7LR,56.0057273x-4.7148172
1010::postcode::69005LYON,None
1010::postcode::SW1a0AA,51.4998409364x-0.124662193699
1010::postcode::75009paris,None
1010::postcode::BN1 6NE,50.8477346x-0.1383482
1010::postcode::PE343HT,None
1010::postcode::GU102DZ,51.1706674103x-0.756642578874
1010::postcode::BN1 6NP,None
1010::postcode::HP91LJ,51.6040229629x-0.636673984734
1010::postcode::BN1 6PZ,50.8489485x-0.1434141
1010::postcode::1111XN,None
1010::postcode::PR1 9DE,None
1010::postcode::E1W1AW,None
1010::postcode::B78 5LF,None
1010::postcode::NP204PH,None
1010::postcode::EH3 9QG,None
1010::postcode::SE5OUB,None
1010::postcode::NE97TB,54.9217203347x-1.59040350324
1010::postcode::HP91RR,51.6039252777x-0.643766923858
1010::postcode::HU139NW,53.7257078286x-0.418507983209
1010::postcode::BL4 8PZ,None
1010::postcode::DT27BE,50.8381771762x-2.52560161737
1010::postcode::BN1 6WQ,50.8516289x-0.1434356
1010::postcode::CO7 8PR,51.8551621x1.0601563
1010::postcode::TA202AZ,50.8729662013x-2.96090204456
1010::postcode::SN81JX,51.4244881182x-1.73437979871
1010::postcode::LS298PN,None
1010::postcode::CM144AT,None
1010::postcode::WR66DH,52.251876565x-2.42143608415
1010::postcode::1111aa,None
1010::postcode::GU10 2DZ,None
1010::postcode::1112AT,None
1010::postcode::V0G 1M0,49.912083x-116.906316
1010::postcode::2791Dragør,None
1010::postcode::TW80HF,51.4882558819x-0.289775708984
1010::postcode::LS298TR,53.9213903049x-1.81388035473
1010::postcode::4431,None
1010::postcode::20000,None
1010::postcode::CM144JF,51.6158816174x0.30818107729
1010::postcode::NW63LR,51.5456182425x-0.180397469442
1010::postcode::CT203QU,None
1010::postcode::20043,None
1010::postcode::20052,None
1010::postcode::co15 5pp,None
1010::postcode::M67HB,None
1010::postcode::S714EQ,53.600836937x-1.45380268234
1010::postcode::WR66QA,None
1010::postcode::bs251rd,51.3094371291x-2.79949589796
1010::postcode::SL13UF,None
1010::postcode::TA202SE,None
1010::postcode::E1W1YN,51.5081426896x-0.0682500322708
1010::postcode::NP205HB,51.5901543397x-2.99953442503
1010::postcode::Nr152XR,52.487010791x1.22813758545
1010::postcode::CO7 9GD,51.8556093x0.9533614
1010::postcode::ME124JN,51.4135931053x0.864189608852
1010::postcode::G84 8RS,56.0185061x-4.7810618
1010::postcode::SE5 8EG,51.4624812x-0.0931988
1010::postcode::SE5 8JB,None
1010::postcode::CV37 9BP,52.1866417x-1.7242792
1010::postcode::NR172AJ,None
1010::postcode::SL14DX,51.5198360055x-0.631665261237
1010::postcode::LS299PP,53.9218702711x-1.84149947756
1010::postcode::LS299PQ,None
1010::postcode::CM145AY,51.625964651x0.237490126
1010::postcode::4500,None
1010::postcode::W111EA,None
1010::postcode::IV408JU,57.2017325608x-5.6343718305
1010::postcode::CV37 9HA,52.1901332x-1.7256766
1010::postcode::WF4 7YH,53.6408192x-1.5138257
1010::postcode::BS4 3BU,51.4415095x-2.571938
1010::postcode::20100,None
1010::postcode::BS4 3DE,51.4396068x-2.5712093
1010::postcode::BS4 3EH,51.4433184x-2.5679175
1010::postcode::20131,None
1010::postcode::20139,None
1010::postcode::NW64LR,51.5412965115x-0.194601317036
1010::postcode::20146,None
1010::postcode::WA169AU,53.2929493829x-2.3675282756
1010::postcode::bh89rt,None
1010::postcode::W111PJ,51.51433892x-0.211146144314
1010::postcode::M68HD,None
1010::postcode::IP23 8EE,None
1010::postcode::E2 6QD,51.5298403x-0.0605704
1010::postcode::DT28RY,50.7475974415x-2.34397994655
1010::postcode::W111QT,None
1010::postcode::SY112AR,None
1010::postcode::DT28SL,None
1010::postcode::LE167XL,52.4781642016x-0.901389889817
1010::postcode::OX17 1PF,52.1233269x-1.3010547
1010::postcode::BT247LA,54.4379685046x-5.82967840569
1010::postcode::9751GP,None
1010::postcode::SY112DZ,None
1010::postcode::PL25 4QJ,50.3380803x-4.7794222
1010::postcode::WF11BY,None
1010::postcode::HU6 7RX,53.7696399x-0.3671649
1010::postcode::DT28ZR,50.7151909922x-2.44408243128
1010::postcode::BS4 3SD,None
1010::postcode::rh17 6sq,51.0410334x-0.0929797
1010::postcode::M68QQ,53.4925702995x-2.30992754439
1010::postcode::M68RD,None
1010::postcode::BN1 8PB,50.8622947x-0.1439783
1010::postcode::HP5 1BA,51.7088338x-0.6002227
1010::postcode::w1b4bq,51.5111265416x-0.139907185622
1010::postcode::LA9 4DQ,None
1010::postcode::SL15BW,None
1010::postcode::47000,None
1010::postcode::DN159NL,53.6877179158x-0.594250169383
1010::postcode::OX17 2BJ,52.1173168x-1.2025822
1010::postcode::HU6 8AQ,53.7782653x-0.3821128
1010::postcode::SN83NP,51.382885524x-1.59894444113
1010::postcode::NN188LA,52.4674383842x-0.712363028711
1010::postcode::SE5 9RS,51.4683575109x-0.0923054093559
1010::postcode::SS15 5HL,None
1010::postcode::DN159QD,None
1010::postcode::4640,None
1010::postcode::LE168NG,52.4434290647x-0.925293936795
1010::postcode::DG86SZ,55.0771423338x-4.56850594875
1010::postcode::SN83RR,51.3630499421x-1.54946387654
1010::postcode::SA181BE,51.8124328833x-3.87477311006
1010::postcode::SO40 2NX,50.9278659x-1.5725741
1010::postcode::bn212uf,50.7889189471x0.272124898787
1010::postcode::SS15 5NX,51.5759606x0.4306557
1010::postcode::DT29PJ,50.7939509761x-2.52172841622
1010::postcode::5403GAUden,None
1010::postcode::BS31LN,51.4415893192x-2.60973636916
1010::postcode::641005,None
1010::postcode::SK14 5ES,53.4341165x-2.077839
1010::postcode::DT29RD,50.7328011382x-2.45741260448
1010::postcode::n44rb,51.5767077401x-0.106677988716
1010::postcode::W112QS,51.5114119541x-0.203795725132
1010::postcode::PE280EA,None
1010::postcode::BS31NW,51.4431925602x-2.60574334892
1010::postcode::641025,None
1010::postcode::DT29TD,None
1010::postcode::dt1 2hh,None
1010::postcode::1971BZ,None
1010::postcode::641038,None
1010::postcode::YO31 7EX,53.9648443x-1.0795428
1010::postcode::OX17 2SH,52.109109x-1.1934271
1010::postcode::BS31SZ,None
1010::postcode::BS31TF,51.4423610085x-2.61348758157
1010::postcode::WF12DJ,53.6856154779x-1.50574748536
1010::postcode::S60 1TD,53.4346892x-1.3574025
1010::postcode::IP327AB,None
1010::postcode::510000,None
1010::postcode::PR3 0RY,53.8530818307x-2.76308091262
1010::postcode::LL53 8HN,52.8371873x-4.6738518
1010::postcode::TR19 7JX,None
1010::postcode::ME44TZ,None
1010::postcode::E2 8BA,2.208856x102.619761
1010::postcode::SE232PS,None
1010::postcode::WF12PF,None
"1010::postcode::Surrey,GU71NN",None
1010::postcode::SL16DQ,51.5229915268x-0.650237240521
1010::postcode::47100,None
1010::postcode::E2 8DP,None
1010::postcode::OX17 3AD,51.9963359664x-1.25457478596
1010::postcode::NE21BP,54.97594532x-1.59625757532
1010::postcode::SE232SG,51.4384213168x-0.0367755852301
1010::postcode::NE21DB,54.9814120605x-1.60542158454
1010::postcode::KA92LB,None
1010::postcode::47140,None
1010::postcode::53704,None
1010::postcode::EH5 1JG,None
1010::postcode::BS32EJ,51.4398846555x-2.62100778756
1010::postcode::UB60EQ,51.5531159497x-0.347392791939
1010::postcode::HP22 5QS,51.7908451x-0.7560203
1010::postcode::4750,None
1010::postcode::HP5 2PA,51.7110563x-0.6170599
1010::postcode::HP5 2PG,None
1010::postcode::UB60GG,51.5402744425x-0.333365658418
1010::postcode::HP5 2QA,51.7165618x-0.6226388
1010::postcode::SE232XN,51.4319584x-0.0477568
1010::postcode::20311,None
1010::postcode::LE169PB,52.472501908x-0.920125120789
1010::postcode::4780,None
1010::postcode::S651EG,53.4326344668x-1.35285771603
1010::postcode::LA9 5PP,54.3374080926x-2.75260006179
1010::postcode::BS32JL,None
1010::postcode::4795,None
1010::postcode::20357,None
1010::postcode::BS41 9BT,51.428752x-2.6716031
1010::postcode::1396JDBaambrugge,None
1010::postcode::BH149HR,50.7248432462x-1.93813658806
1010::postcode::FY85LU,None
1010::postcode::NR7 6YH,40.0278142x-82.1205905
1010::postcode::20387,None
1010::postcode::NW66RG,51.5381239129x-0.20702694822
1010::postcode::KT19 8SD,None
1010::postcode::CM20LS,51.7311297928x0.474080156495
1010::postcode::SY114ER,52.8178469222x-2.95025568807
1010::postcode::CV239BR,None
1010::postcode::LL163EX,53.1853446x-3.4087623
1010::postcode::YO31 8HL,53.9713280167x-1.07979612003
1010::postcode::DY53JR,52.4674228523x-2.12957966744
1010::postcode::TQ95JX,50.4378510835x-3.69550902238
1010::postcode::WC1H0AY,None
1010::postcode::christchurch,None
1010::postcode::HP22 6AH,51.7735306x-0.7470029
1010::postcode::PA296TE,55.8620826579x-5.41423284983
1010::postcode::L2 2DH,None
1010::postcode::OL115BQ,53.6196275902x-2.17915238774
1010::postcode::BS41 9NF,51.4300292x-2.6524331
1010::postcode::PA296UT,55.5675617262x-5.69646079675
1010::postcode::w69NH,51.4933316611x-0.240808622561
1010::postcode::TQ95PB,50.4314679182x-3.69101453644
1010::postcode::dh44re,54.865864146x-1.49782953422
1010::postcode::W1G0BJ,None
1010::postcode::M21 0SW,None
1010::postcode::CO100NH,52.0256981998x0.755252846019
1010::postcode::PE21 9PF,52.9885283708x-0.0105335549928
1010::postcode::SS3 9QE,51.5317384x0.7853987
1010::postcode::NG117EP,52.9153871301x-1.15665630731
1010::postcode::CV239NH,None
1010::postcode::LA9 6EL,54.3316297x-2.7435903
1010::postcode::YO31 8SW,53.9694531x-1.06877
1010::postcode::dn33du,53.5373803935x-1.04788611321
1010::postcode::NN110QF,52.2645516x-1.1642057
1010::postcode::NW67BA,51.5432213199x-0.21106648385
1010::postcode::V5A4H7,None
1010::postcode::NW67BQ,51.5405579234x-0.218640766615
1010::postcode::WF13QA,None
1010::postcode::E2 9DG,None
1010::postcode::E2 9DP,51.5344149x-0.0549833
1010::postcode::DG88NS,None
1010::postcode::4815,None
1010::postcode::FK8 2HE,56.10970889x-3.938393316
1010::postcode::53809,None
1010::postcode::AB24 3TU,None
1010::postcode::WC1H0TB,51.525984484x-0.129873618777
1010::postcode::KT19 9JW,None
1010::postcode::LA9 6PJ,54.3394366x-2.7353025
1010::postcode::W1G0RN,51.516014751x-0.145920015321
1010::postcode::FK8 2PA,56.106515x-3.9459672
1010::postcode::RH41HW,51.2364688626x-0.341330173418
1010::postcode::FK8 2QT,56.1150129x-3.9456081
1010::postcode::TQ96EB,50.4485291802x-3.7039618147
1010::postcode::HD4 3YP,53.6175568x-1.7824124
1010::postcode::TQ96EE,50.4523627382x-3.69457690226
1010::postcode::TQ96EL,50.4514270794x-3.69398000674
1010::postcode::PH50 4QH,56.7150332x-4.9659918
1010::postcode::MK145DZ,None
1010::postcode::5101HX,None
1010::postcode::W114TR,None
1010::postcode::NW67TA,None
1010::postcode::W114UE,None
1010::postcode::PA65 6AY,56.4643542x-5.6967877
1010::postcode::TQ96HQ,None
1010::postcode::WF133LG,53.6758449236x-1.66714150327
1010::postcode::ab157sf,57.1358600738x-2.15453914706
1010::postcode::TQ96JU,50.448291519x-3.71157357571
1010::postcode::EN119LA,51.775526604x-0.00387029023283
1010::postcode::7488BUJUMBURABURUNDI,None
1010::postcode::RH41SJ,51.2356472961x-0.325315996396
1010::postcode::BA68LD,None
1010::postcode::NW67YD,None
